word,phonetic,translation,tag,exchange
adhesive,әd'hi:siv,"a. 粘着的, 涂有粘性物质的\nn. 粘合剂, 橡皮膏",toefl gre,s:adhesives
adjacent,ә'dʒeisәnt,"a. 毗连的, 邻近的, 连接的\n[机] 相邻的, 邻位的, 交界的",cet6 ky toefl ielts gre,
adjective,'ædʒiktiv,"n. 形容词\na. 形容词的, 从属的",cet4 ky,s:adjectives
adjoin,ә'dʒɒin,"v. 邻接, 毗连",cet6 ky toefl ielts,i:adjoining/3:adjoins/p:adjoined/d:adjoined
adjoining,ә'dʒɒiniŋ,"a. 邻接的, 毗连的\n[机] 联接",toefl,i:adjoining/0:adjoining/1:i
adjourn,ә'dʒә:n,"vi. 休会, 换地方\nvt. 使中止, 推迟",toefl gre,d:adjourned/p:adjourned/i:adjourning/s:adjourns/3:adjourns
adjudicate,ә'dʒu:dikeit,"v. 判决, 宣告, 裁定",gre,d:adjudicated/i:adjudicating/p:adjudicated/3:adjudicates/s:adjudicates
adjunct,'ædʒʌŋkt,"n. 附属物, 附件, 助手, 修饰语\na. 附属的",toefl gre,s:adjuncts
adjust,ә'dʒʌst,"vt. 调整, 使适应于, 校准\nvi. 适应于, 被调节, 相互熟悉而适应",gk cet4 cet6 ky toefl ielts gre,d:adjusted/i:adjusting/p:adjusted/3:adjusts
adjustable,ә'dʒʌstәbl,a. 可调节的\n[电] 可调整的,cet6,s:adjustables
adjustment,ә'dʒʌstmәnt,"n. 调整, 调节, 校正\n[化] 调节",gk toefl,s:adjustments
adlib,æd'lib,"v. 临时穿插, 信口说出, 即兴讲演\n[计] 状态说明设计语言",gre,i:adlibbing
administer,әd'ministә,"vt. 管理, 料理, 执行\nvi. 执行遗产管理人的职责, 给予帮助",ky toefl ielts,d:administered/i:administering/3:administers/p:administered
administrate,әd'ministreit,"vt. 管理, 支配",ky toefl,i:administrating/3:administrates/d:administrated/s:administrates/p:administrated
administration,әd.mini'streiʃәn,"n. 行政, 管理, 政府机关\n[化] 给药",gk cet4 cet6 ky toefl ielts,s:administrations
administrative,әd'ministrәtiv,"a. 管理的, 行政的\n[法] 行政的, 管理的, 遗产管理的",toefl,
administrator,әd'ministreitә,"n. 管理人, 行政官\n[经] 遗产管理人员",toefl ielts,s:administrators
admirable,'ædmәrәbl,"a. 可钦佩的, 极好的, 令人惊奇的",gk toefl,
admiration,.ædmә'reiʃәn,"n. 赞赏, 钦佩, 引人赞赏的对象",cet6 toefl,s:admirations
admire,әd'maiә,"vt. 赞美, 钦佩, 爱慕\nvi. 称赞, 惊奇",gk cet4 ky toefl gre,p:admired/d:admired/i:admiring/3:admires
admission,әd'miʃәn,"n. 准许进入, 入场费, 录用, 承认\n[经] 加入, 入股",gk cet4 cet6 ky toefl ielts gre,s:admissions
admit,әd'mit,"vt. 承认, 接受, 允许进入, 容许\nvi. 开向, 容许, 承认",gk cet4 ky toefl,p:admitted/d:admitted/3:admits/i:admitting
admittedly,әd'mitidli,"adv. 公认地, 诚然",toefl,
admonish,әd'mɒniʃ,"vt. 警告, 劝告, 训诫, 告诫",toefl gre,p:admonished/d:admonished/i:admonishing/3:admonishes
adobe,ә'doubi,n. 风干土坯\n[化] 风干砖; 土砖; 灰质粘土; 多孔粘土,toefl gre,s:adobes
adolescence,.ædәu'lesәns,"n. 青春期\n[医] 青年期, 青春期",gk ielts,s:adolescences
adolescent,.ædәu'lesәnt,"a. 青春期的, 青少年的\nn. 青少年",gk cet6 ky toefl gre,s:adolescents
adopt,ә'dɒpt,"vt. 采用, 正式通过, 收养, 接受\n[医] 采取",gk cet4 cet6 ky toefl ielts gre,d:adopted/p:adopted/i:adopting/3:adopts
adoption,ә'dɒpʃәn,"n. 采用, 采纳, 收养\n[法] 收养, 采纳, 采用",cet6 toefl,s:adoptions
adore,ә'dɒ:,"vt. 崇拜, 爱慕, 喜爱\nvi. 崇拜, 爱慕",gk cet6 ky toefl ielts gre,p:adored/3:adores/d:adored/i:adoring
adorn,ә'dɒ:n,"vt. 装饰, 使生色",toefl gre,d:adorned/p:adorned/i:adorning/3:adorns
adornment,ә'dɒ:nmәnt,"n. 装饰, 装饰品",toefl,s:adornments
adroit,ә'drɒit,"a. 灵巧的, 敏捷的, 聪明的",toefl gre,
adulate,'ædjuleit,"vt. 谄媚, 过分称赞",gre,p:adulated/d:adulated/i:adulating/3:adulates
adult,'ædʌlt,"n. 成人, 成虫\na. 成年的, 成熟的",gk cet4 ky ielts,s:adults
adulterate,ә'dʌltәreit,"vt. 掺杂\na. 掺假的, 假的, 通奸的",gre,d:adulterated/p:adulterated/3:adulterates/i:adulterating
adulteration,ә.dʌltә'reiʃәn,"n. 掺杂, 掺假的东西\n[化] 掺杂; 掺加",toefl,
adults,,n. 成年人（adult的复数形式）,ielts,0:adult/1:s
adumbrate,'ædʌmbreit,"vt. 画...的轮廓, 预示",gre,p:adumbrated/3:adumbrates/d:adumbrated/i:adumbrating
advance,әd'vɑ:ns,"n. 前进, 进展, 行过的路程\nvi. 前进, 进展, 提高, 上涨\nvt. 使前进, 促进, 提出, 提高, 使提前, 预付\na. 前面的, 预先的",gk cet4 cet6 ky toefl,s:advances/d:advanced/p:advanced/i:advancing/3:advances
advanced,әd'vɑ:nst,"a. 在前的, 高级的, 先进的, 年老的\n[法] 预付的, 预支的, 垫付的",cet4 ky toefl ielts,0:advance/1:dp/p:advanced/d:advanced
advancement,әd'vɑ:nsmәnt,"n. 前进, 进步, 提升\n[医] 徙前术",toefl,s:advancements
advantage,әd'vɑ:ntidʒ,"n. 优点, 便利, 好处, 优势\nvt. 有助于",zk gk cet4 ky,s:advantages/d:advantaged/i:advantaging/p:advantaged/3:advantages
advantageous,.ædvәn'teidʒәs,"a. 有利的, 有益的",cet6,
advantages,,n. 优势；特点；有利；[经] 利益（advantage的复数）\nv. 促进（advantage的三单形式）；有利于,ielts,1:s3/0:advantage
advent,'ædvәnt,"n. 来到, 来临",ky toefl ielts gre,s:advents
adventitious,.ædven'tiʃәs,"a. 偶然的, 外来的\n[医] 偶生的, 偶发的; 异位的",toefl gre,
adventure,әd'ventʃә,"n. 冒险, 冒险经历\nv. 冒险",gk cet4 ky toefl,s:adventures/i:adventuring/p:adventured/3:adventures/d:adventured
adventurer,әd'ventʃәrә,"n. 冒险家, 投机者\n[法] 冒险者, 投机者",toefl,s:adventurers
adventurous,әd'ventʃәrәs,"a. 喜欢冒险的, 有进取心的, 危险的",toefl,
adverb,'ædvә:b,n. 副词,cet4 ky,s:adverbs
adverse,'ædvә:s,"a. 不利的, 敌对的, 相反的, 逆的\n[法] 相反的, 敌对的, 逆的",cet6 ky toefl ielts gre,
adversely,,"adv. 不利, 有害, 相反, 逆, 敌对, 逆向",toefl,
adversity,әd'vә:sәti,"n. 逆境, 不幸, 灾祸, 灾难",toefl,s:adversities
advert,әd'vә:t,"vi. 提出看法, 引起注意, 留意\nn. 广告",gre,s:adverts/d:adverted/p:adverted/i:adverting/3:adverts
advertise,'ædvәtaiz,"vt. 做广告, 通知, 公布\nvi. 做广告",gk cet4 cet6 ky ielts gre,d:advertised/p:advertised/i:advertising/3:advertises
advertisement,.ædvә'taizmәnt,"n. 广告, 启事, 广告宣传\n[法] 广告, 公告, 告示",zk gk cet4 ielts,s:advertisements
advertisements,,n. [经] 广告（advertisement的复数）；宣传,ielts,0:advertisement/1:s
advertising,'ædvәtaiziŋ,"n. 广告业, 广告\na. 广告的\n[计] 发广告",ielts,i:advertising/0:advertising/1:i
advice,әd'vais,"n. 忠告, 劝告, 意见, 报道, 通知\n[经] 通知书, 通知, 建议",zk gk cet4 cet6 ky toefl ielts,
advisable,әd'vaizәbl,"a. 适当的, 明智的",cet4 cet6 ky toefl gre,
advise,әd'vaiz,"vt. 劝告, 给...出主意, 通知, 建议\nvi. 提意见, 商量",zk gk cet4 cet6 ky toefl,d:advised/p:advised/i:advising/3:advises
advocacy,'ædvәkәsi,"n. 拥护, 支持, 鼓吹, 辩护, 辩护术\n[法] 辩护, 拥护, 提倡",gre,
advocate,'ædvәkeit,"n. 提倡者, 拥护者\nvt. 主张, 提倡",gk cet4 cet6 ky toefl ielts gre,d:advocated/s:advocates/i:advocating/p:advocated/3:advocates
aegis,'i:dʒis,"n. 羊皮盾, 保护, 庇护, 赞助, 支持\n[法] 庇护, 保护",gre,
aerate,'eiәreit,"vt. 使暴露于空气中, 使充满气体\n[化] 曝气; 充气; 吹气",gre,p:aerated/i:aerating/d:aerated/s:aerates/3:aerates
aerial,'єәriәl,"a. 空中的, 航空的, 空气的, 空想的\nn. 天线",cet6 ky ielts gre,s:aerials
aerodynamics,.єәrәudai'næmiks,n. 空气动力学\n[化] 空气动力学,toefl,0:aerodynamic/1:s
aeronautics,.єәrә'nɒ:tiks,"n. 航空学, 飞行术\n[机] 航空学",gre,
aeroplane,'єәrәplein,n. 飞机\n[机] 飞机,gk cet4 cet6 ky,s:aeroplanes
aerospace,'єәrәuspeis,"n. 航天空间, 航天技术",cet6,
aesthete,'i:sθi:t,"n. 审美家, 唯美主义者",gre,s:aesthetes
aesthetic,i:s'θetik,"a. 美学的, 审美的, 有美感的",cet6 ky toefl ielts gre,
aesthetical,i:s'θetikәl,"a. 美学的, 艺术的, 美的, 审美的",toefl,
affable,'æfәbl,"a. 和蔼可亲的, 友善的, 亲切的, 慈祥的",toefl gre,
affair,ә'fєә,"n. 事件, 事务, 恋爱事件",gk cet4 cet6 ky toefl,s:affairs
affairs,,"n. 事务, 事宜；风流韵事",ielts,0:affair/1:s
affect,ә'fekt,"vt. 影响, 感动, 假装, 模仿, 爱好, 倾向于\nn. 自觉感情",gk cet4 cet6 ky toefl ielts,d:affected/i:affecting/3:affects/p:affected/s:affects
affectation,.æfek'teiʃәn,"n. 假装, 做作, 矫情\n[医] 矫饰, 矫情",gre,s:affectations
affected,ә'fektid,"a. 假装的, 做作的, 受影响的",toefl gre,0:affect/1:dp/d:affected/p:affected
affection,ә'fekʃәn,"n. 影响, 病, 喜爱, 情感, 倾向\n[医] 疾患, 病变, 病; 感情",gk cet4 cet6 ky toefl ielts gre,s:affections
affectionate,ә'fekʃәnәt,"a. 深情的, 充满情爱的",toefl,
affective,ә'fektiv,"a. 情感的, 表达感情的\n[医] 感情的, 情感的",cet6 toefl,
affidavit,.æfi'deivit,"n. 宣誓书, 书面陈述\n[经] 宣誓, 声明",gre,s:affidavits
affiliate,ә'filieit,"vt. 使紧密联系, 使附属, 接纳, 收养\nvi. 发生联系, 参加",cet6 ky toefl ielts gre,d:affiliated/s:affiliates/i:affiliating/p:affiliated/3:affiliates
affiliation,ә.fili'eiʃәn,"n. 联系, 从属关系\n[医] 父权(判定私生儿的父亲)",ky gre,s:affiliations
affinity,ә'finiti,"n. 吸引, 姻亲关系, 类同\n[化] 亲合力; 亲合能; 亲合势; 近似; 类似",toefl gre,s:affinities
affirm,ә'fә:m,"v. 断言, 确认",cet6 ky toefl ielts gre,p:affirmed/d:affirmed/i:affirming/3:affirms/s:affirms
affix,ә'fiks,"vt. 使附于, 署名, 粘贴, 盖印于\nn. 附加物, 词缀",ielts gre,d:affixed/s:affixes/p:affixed/i:affixing/3:affixes
afflict,ә'flikt,"vt. 使苦恼, 折磨",cet6 toefl ielts gre,d:afflicted/3:afflicts/i:afflicting/p:afflicted
affliction,ә'flikʃәn,"n. 苦恼, 折磨, 苦恼的事由",toefl gre,s:afflictions
affluence,'æfluәns,"n. 富裕, 丰富, 流注\n[医] 丰富, 流入",cet6 toefl gre,
affluent,'æfluәnt,"a. 丰富的, 富裕的\nn. 支流, 富人",cet4 ky toefl gre,
afford,ә'fɒ:d,"vt. 买得起, 足以, 给予",zk gk cet4 cet6 ky toefl ielts,d:afforded/3:affords/p:afforded/i:affording
affordable,,[计] 普及型,toefl gre,
affront,ә'frʌnt,"n. 公开侮辱, 轻蔑\nvt. 公开侮辱, 冒犯, 面对",gre,d:affronted/p:affronted/s:affronts/i:affronting/3:affronts
afraid,ә'freid,"a. 害怕的, 恐怕的, 遗憾的",zk gk,
Africa,'æfrikә,n. 非洲,gk cet4 ielts,
African,'æfrikәn,"n. 非洲人\na. 非洲的, 非洲人的",gk cet4 ielts,s:africans
after,'ɑ:ftә,"prep. 在...之后, 由于\nconj. 在...之后\nadv. 后来",zk gk,
aftermath,'ɑ:ftәmæθ,"n. 结果, 后果\n[法] 后果, 结果",gre,s:aftermaths
afternoon,'ɑ:ftә'nu:n,"n. 午后, 下午",zk gk,s:afternoons
afterward,'ɑ:ftәwәd,"adv. 然后, 后来",gk cet4 cet6 ky,
again,ә'gein,"adv. 再一次, 又, 到原处",zk gk,
against,ә'geinst,"prep. 反对, 对着, 倚靠",zk gk cet4 ky,
agape,ә'geip,"a. 张口发呆的, 目瞪口呆的\nadv. 张口发呆地, 目瞪口呆地",gre,
age,eidʒ,"n. 年龄, 老年, 成年, 寿命, 时代, 时期\nv. 变老, 成熟",zk gk toefl ielts,s:ages/d:aged/i:ageing/3:ages/p:aged
aged,'eidʒid,"a. 老的, 陈的, 有...岁的\n[化] 老化的; 老化了的; 陈化的; 陈化了的",toefl,1:dp/0:age/d:aged
agencies,,n. 代理；代理处（agency的复数）,ielts,0:agency/1:s
agency,'eidʒәnsi,"n. 代理机构, 经销商, 中介\n[化] 办事处",gk cet4 ky ielts,s:agencies
agenda,ә'dʒendә,"pl. 议程, 日常工作事项\n[计] 待议事件",gk ky toefl ielts gre,s:agendas
agent,'eidʒәnt,"n. 代理商, 政府代表, 动原, 媒介\n[计] 代理程序",gk cet4 ky toefl,s:agents
agglomerate,ә'glɒmәreit,"n. 大团, 大块\na. 成块的, 聚结的\nvt. 使成团, 使成块, 使聚结\nvi. 成团, 成块, 聚结",gre,s:agglomerates/i:agglomerating/p:agglomerated/3:agglomerates/d:agglomerated
aggrandize,ә'grændaiz,"vt. 增加, 夸大",gre,i:aggrandizing/p:aggrandized/3:aggrandizes/d:aggrandized
aggravate,'ægrәveit,"vt. 使恶化, 使更严重, 加重",cet6 ky toefl ielts gre,d:aggravated/p:aggravated/i:aggravating/3:aggravates
aggravating,'ægrәveitiŋ,"a. 使恶化的, 加重的, 恼人的",toefl,0:aggravate/1:i/i:aggravating
aggregate,'ægrigәt,"n. 合计, 总计, 聚集体\na. 合计的, 聚集的\nv. 聚集, 集合, 合计达\n[计] 聚合体; 聚集",toefl ielts gre,s:aggregates/d:aggregated/i:aggregating/3:aggregates/p:aggregated
aggregation,ægri'geiʃәn,"n. 集合, 聚合, 集合体\n[化] 聚集; 聚集作用",toefl,s:aggregations
aggression,ә'greʃәn,"n. 侵犯, 侵略\n[医] 攻击",gk cet6 toefl gre,s:aggressions
aggressive,ә'gresiv,"a. 侵略的, 挑畔的, 进取的\n[法] 侵略的, 爱挑衅的, 行为过火的",gk cet4 cet6 ky toefl ielts gre,
aggressiveness,,"n. (贬)侵略, 侵犯, 寻衅, (褒)敢作敢为, 有进取心, (武器)攻击性, 过分, 放肆",toefl,
aggressor,ә'gresә,"n. 侵略者, 挑畔者\n[法] 侵略者, 攻击者",gre,s:aggressors
aggrieve,ә'gri:v,"vt. 使委屈, 使悲痛, 侵害\n[法] 侵害, 使悲痛, 使委屈",gre,d:aggrieved/p:aggrieved/i:aggrieving/3:aggrieves
aghast,ә'gɑ:st,"a. 惊骇的, 吓呆的",toefl gre,
agile,'ædʒail,"a. 敏捷的, 灵活的, 机敏的",toefl gre,
agility,ә'dʒiliti,"n. 敏捷, 灵活, 机敏",toefl gre,
agitate,'ædʒiteit,"vt. 使摇动, 搅动, 使激动, 使不安\nvi. 鼓动, 煽动",ky toefl gre,d:agitated/i:agitating/p:agitated/3:agitates
agitated,'ædʒiteitid,"a. (表现出)不安/焦虑的, (被)激烈辩论的, (被)热烈讨论的, 颤抖的\n[医] 激越的",gre,0:agitate/1:dp/d:agitated
agitation,.ædʒi'teiʃәn,"n. 激动, 焦虑, 煽动, 搅动, 摇动\n[化] 搅拌; 搅拌作用",cet6 toefl ielts,s:agitations
aglow,ә'glәu,"a. 发光的, 通红的\nadv. 发光地",toefl,
agnostic,æg'nɒstik,n. 不可知论者,gre,s:agnostics
ago,ә'gәu,adv. 以前,zk gk,
agog,ә'gɒg,"a. 兴奋着的, 急切的\nadv. 急切地, 渴望",gre,
agonize,'ægәnaiz,"vt. 使极度痛苦, 折磨\nvi. 感到痛苦",toefl,p:agonized/d:agonized/i:agonizing/3:agonizes
agony,'ægәni,"n. 极大的痛苦, 挣扎\n[医] 濒死苦闷; 剧痛",cet4 cet6 ky ielts gre,s:agonies
agrarian,ә'grєәriәn,"a. 土地的, 耕地的\n[法] 土地的, 土地所有制的",toefl gre,s:agrarians
agree,ә'gri:,"vi. 同意, 赞成, 应允, 适合\nvt. 承认, 认定, 同意",zk gk,d:agreed/p:agreed/3:agrees/i:agreeing
agreeable,ә'griәbl,"a. 令人愉快的, 同意的\n[医] 佳适的",cet6 ky toefl ielts gre,
agreement,ә'gri:mәnt,"n. 同意, 合约, 协议\n[经] 契约, 协议, 协定",zk gk ielts,s:agreements
agricultural,.ægri'kʌltʃәrәl,"a. 农业的\n[法] 农业的, 耕作的",gk,
agriculture,'ægrikʌltʃә,"n. 农业\n[机] 农业, 农学",gk cet4 cet6 ky toefl ielts,
agronomy,ә'grɒnәmi,"n. 农艺学, 农学",gre,
ahead,ә'hed,"a. 领先的, 预先的, 向前的\nadv. 领先, 预先, 向前, 胜于, 在前面, 在将来",gk,
aid,eid,"n. 帮助, 外援, 助手\nvt. 援助, 帮助, 有助于\nvi. 帮助\n[计] 自动内部诊断",gk cet4 cet6 ky,s:aids/d:aided/i:aiding/p:aided/3:aids
AIDS,eidz,"n. 爱滋病(获得性免疫缺陷综合征)\n[计] 高级综合数据系统, 先进交互调试系统, 自动图解文档编制系统\n美国决策学学会, 信息自动显示系统, 自动综合调试系统",gk ielts,0:aid/1:s3
ail,eil,"vt. 使苦恼\nvi. 生病, 处境困难\n[计] 数组互联逻辑",gre,3:ails/p:ailed/i:ailing/d:ailed
ailment,'eilmәnt,"n. 病痛, 疾病\n[医] 疾病",toefl gre,s:ailments
aim,eim,"n. 目标, 瞄准, 击中目标的能力\nvi. 对准目标, 致力, 打算\nvt. 瞄准\n[计] 医学文摘索引, 存取隔离机构, 高级信息管理程序, 先进接口模块\n应用接口模块, 医学人工智能, 相联索引法, 异步接口模块\n自动化信息管理, 自动化综合制造, 自动化库存管理",gk cet4 cet6 ky toefl ielts,s:aims/3:aims/p:aimed/d:aimed/i:aiming
air,єә,"n. 空气, 旋律, 态度\nvt. 晾, 使通风, 夸耀",zk gk toefl ielts,d:aired/s:airs/i:airing/p:aired/3:airs
airborne,'єәbɒ:n,"a. 升空的, 空运的, 空中传播的, 空降的",toefl gre,
aircraft,'єәkræft,"n. 航空器, 飞机\n[机] 航空器",gk cet4 ky toefl,
airline,'єәlain,"n. 航线, 航线的设备, 航空公司",zk gk cet4 ky,s:airlines
airmail,'єәmeil,n. 航空邮件,gk,d:airmailed/s:airmails/i:airmailing/p:airmailed/3:airmails
airplane,'єәplein,n. 飞机\n[机] 飞机,zk gk cet4,s:airplanes
airport,'єәpɒ:t,"n. 飞机场\n[机] 航空站, 机场",zk gk ielts,s:airports
airsickness,'єәsiknis,n. 晕机,toefl,
airspace,'єәspeis,"n. 空域, 空间\n[机] 气隙",gk,s:airspaces
airtight,'єәtait,"a. 气密的, 不透气的, 无懈可击的\n[机] 气密, 不透气",gre,
aisle,ail,"n. 走廊, 侧廊, 过道\n[机] 走道",ky ielts,s:aisles
ajar,ә'dʒɑ:,"a. 微开的, 半开的, 不和谐的\nadv. 微开, 半开, 不协调地",toefl,
akin,ә'kin,"a. 同类的, 同族的, 同源的",toefl,
alabaster,'ælәbɑ:stә,n. 雪花石膏\na. 雪花石膏制的,gre,s:alabasters
alacrity,ә'lækrәti,"n. 敏捷, 轻快, 乐意",gre,
alarm,ә'lɑ:m,"n. 惊恐, 警报, 警钟\nvt. 使惊恐, 警告\n[计] 报警信号",gk cet4 ky toefl ielts,s:alarms/d:alarmed/p:alarmed/i:alarming/3:alarms
alas,ә'læs,interj. 唉,cet6,
Alaska,ә'læskә,n. 阿拉斯加州,ielts,
albeit,ɔ:l'bi:it,"conj. 尽管, 虽然",gre,
albino,æl'bi:nәu,"n. 白化病者, 白化体\n[医] 白化病患者",gre,s:albinos
album,'ælbәm,"n. 粘贴簿, 唱片套\n[医] 白色物",gk cet6 ky ielts,s:albums
alchemy,'ælkimi,"n. 炼金术, 魔力\n[化] 炼丹术; 炼金术; 金丹术",toefl gre,
alcohol,'ælkәhɒl,"n. 酒精, 酒\n[化] 醇; 乙醇; 酒精",gk cet4 ky,s:alcohols
alcoholic,.ælkә'hɒlik,"n. 酒鬼, 酒精中毒者\na. 酒精的",gk,s:alcoholics
alcove,'ælkәuv,"n. 凹室, 壁龛, 小亭",gre,s:alcoves
alder,'ɒ:ldә,n. 桤木\n[机] 赤杨木,toefl,s:alders
alert,ә'lә:t,"a. 警觉的, 灵敏的, 留心的\nn. 警报\nvt. 使警觉, 通知, 使意识到",cet4 cet6 ky toefl gre,d:alerted/p:alerted/i:alerting/3:alerts/s:alerts
algae,'ælgi:,"pl. 藻类, 海藻\n[化] 藻类",toefl,0:alga/1:s/s:algaes
algebra,'ældʒibrә,n. 代数学,gk cet4 cet6 toefl,s:algebras
alias,'eiliæs,"n. 别名, 化名\nadv. 以化名为人所知\n[计] 别名; 替换入口",gre,
alibi,'ælibai,"n. 不在犯罪现场, 托辞\nv. 为...辩解",gre,s:alibis/i:alibiing/p:alibied/3:alibis/d:alibied
alien,'eiljәn,"n. 外国人, 外侨\na. 外国的, 相异的",cet6 ky toefl ielts,s:aliens/i:aliening/p:aliened/3:aliens/d:aliened
alienate,'eiljәneit,"vt. 使疏远, 离间, 转让\n[法] 转让, 让与, 疏远",toefl ielts gre,d:alienated/p:alienated/i:alienating/3:alienates
alight,ә'lait,"vi. 落下, 偶然发现\na. 点着的",toefl,p:alighted/i:alighting/3:alights/d:alighted
align,ә'lain,"vi. 排列, 排成一行, 结盟\nvt. 使结盟, 使成一行, 校正",gre,d:aligned/p:aligned/i:aligning/3:aligns
alignment,ә'lainmәnt,"n. 队列, 结盟, 校正\n[计] 校准; 对齐; 对准",cet6 toefl,s:alignments
alike,ә'laik,"a. 相似的, 同样的\nadv. 一样, 以同样的方式",gk cet4 cet6 ky toefl,
alimentary,.æli'mentәri,"a. 饮食的, 供养的\n[化] 营养的",gre,
alive,ә'laiv,"a. 活着的, 活泼的, 敏感的, 热闹的",zk gk cet4 cet6 ky,
alkali,'ælkәlai,n. 碱\na. 碱性的,toefl gre,s:alkalis
all,ɒ:l,"a. 所有的, 全部的, 一切的\nadv. 全部, 全然\npron. 全部\nn. 全部",zk gk ielts,
allay,ә'lei,"vt. 使平静, 使缓和",gre,d:allayed/p:allayed/i:allaying/3:allays
allegation,.æli'geiʃәn,"n. 断言, 主张, 申辩\n[法] 声明, 事实陈述, 断言",cet6 toefl,s:allegations
allege,ә'ledʒ,"vt. 宣称, 主张, 提出, 断言\n[法] 断言, 指称, 指证",cet6 ky toefl ielts gre,d:alleged/p:alleged/i:alleging/3:alleges
allegiance,ә'li:dʒәns,"n. 忠贞, 效忠",cet6 toefl ielts gre,s:allegiances
allegory,'æligәri,n. 寓言,toefl gre,s:allegories
allergic,ә'lә:dʒik,"a. 对...过敏的, 极反感的\n[医] 变应性的",gk ielts gre,
allergy,'ælәdʒi,"n. 变应性, 反感, 厌恶\n[化] 变态反应; 变应性",ielts gre,s:allergies
alleviate,ә'li:vieit,"vt. 减轻, 使缓和",cet6 ky toefl ielts gre,d:alleviated/i:alleviating/3:alleviates/p:alleviated
alley,'æli,"n. 小路, 巷",gk ielts,s:alleys
alliance,ә'laiәns,"n. 联盟, 联合\n[法] 同盟, 联盟, 联姻",cet6 ky toefl ielts,s:alliances
allied,ә'laid,"a. 联盟的, 联姻的, 联系起来的",cet6 ky,0:ally/1:dp/d:allied
alligator,'æligeitә,n. 短吻鳄\n[机] 两栖装甲车,toefl,s:alligators
alliterate,ә'litәreit,"v. 用头韵法, 押头韵",gre,p:alliterated/i:alliterating/3:alliterates/d:alliterated
alliteration,ә.litә'reiʃәn,n. 头韵\n[医] 同音韵错误症,toefl,s:alliterations
allocate,'ælәukeit,"vt. 分派, 分配\n[计] 分配",gk cet6 ky toefl ielts gre,d:allocated/i:allocating/3:allocates/p:allocated
